parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,Z,LOG_STELLAR_MASS
prob03[898],0.496,9.6e-4,0.106,0.288,0.427,0.493,0.564,0.711,12174,1.0,0.3289648275862069,11.0
prob03[899],0.496,9.63e-4,0.106,0.287,0.426,0.493,0.564,0.711,12158,1.0,0.33863241379310344,11.0
prob03[900],0.496,9.65e-4,0.106,0.286,0.426,0.493,0.564,0.711,12141,1.0,0.3483,11.0
prob04[1],0.476,0.002,0.169,0.131,0.361,0.487,0.588,0.802,9793,1.0,0.06794,9.0
prob04[2],0.476,0.002,0.169,0.131,0.361,0.487,0.588,0.802,9773,1.0,0.07760758620689655,9.0
prob04[3],0.476,0.002,0.169,0.13,0.361,0.487,0.588,0.802,9753,1.0,0.0872751724137931,9.0
prob04[4],0.476,0.002,0.169,0.13,0.361,0.487,0.588,0.802,9732,1.0,0.09694275862068966,9.0
prob04[5],0.476,0.002,0.169,0.13,0.361,0.487,0.588,0.802,9712,1.0,0.1066103448275862,9.0
prob04[6],0.475,0.002,0.169,0.13,0.361,0.487,0.588,0.801,9691,1.0,0.11627793103448275,9.0
prob04[7],0.475,0.002,0.169,0.13,0.361,0.486,0.587,0.801,9671,1.0,0.1259455172413793,9.0
prob04[8],0.475,0.002,0.169,0.129,0.361,0.486,0.587,0.801,9651,1.0,0.13561310344827587,9.0
prob04[9],0.475,0.002,0.169,0.129,0.36,0.486,0.587,0.801,9630,1.0,0.1452806896551724,9.0
prob04[10],0.475,0.002,0.169,0.128,0.36,0.486,0.587,0.801,9610,1.0,0.15494827586206894,9.0
prob04[11],0.475,0.002,0.169,0.128,0.36,0.486,0.587,0.801,9590,1.0,0.1646158620689655,9.0
prob04[12],0.474,0.002,0.169,0.127,0.359,0.485,0.587,0.801,9570,1.0,0.17428344827586206,9.0
prob04[13],0.474,0.002,0.169,0.127,0.359,0.485,0.587,0.8,9550,1.0,0.18395103448275862,9.0
prob04[14],0.474,0.002,0.169,0.127,0.359,0.485,0.586,0.8,9530,1.0,0.19361862068965516,9.0
prob04[15],0.474,0.002,0.169,0.127,0.359,0.485,0.586,0.8,9510,1.0,0.20328620689655172,9.0
prob04[16],0.474,0.002,0.169,0.127,0.359,0.485,0.586,0.799,9490,1.0,0.21295379310344825,9.0
prob04[17],0.474,0.002,0.169,0.127,0.358,0.485,0.586,0.799,9470,1.0,0.2226213793103448,9.0
prob04[18],0.473,0.002,0.169,0.127,0.358,0.484,0.586,0.799,9450,1.0,0.23228896551724137,9.0
prob04[19],0.473,0.002,0.17,0.127,0.358,0.484,0.585,0.799,9430,1.0,0.2419565517241379,9.0
prob04[20],0.473,0.002,0.17,0.127,0.358,0.484,0.585,0.799,9410,1.0,0.25162413793103444,9.0
prob04[21],0.473,0.002,0.17,0.127,0.358,0.484,0.585,0.799,9391,1.0,0.261291724137931,9.0
prob04[22],0.473,0.002,0.17,0.127,0.358,0.483,0.585,0.798,9371,1.0,0.27095931034482756,9.0
prob04[23],0.473,0.002,0.17,0.126,0.357,0.483,0.585,0.798,9328,1.0,0.2806268965517241,9.0
prob04[24],0.472,0.002,0.17,0.126,0.357,0.483,0.584,0.798,9281,1.0,0.2902944827586207,9.0
prob04[25],0.472,0.002,0.17,0.126,0.357,0.483,0.584,0.798,9235,1.0,0.29996206896551725,9.0
prob04[26],0.472,0.002,0.17,0.126,0.357,0.483,0.584,0.798,9189,1.0,0.3096296551724138,9.0
prob04[27],0.472,0.002,0.17,0.126,0.357,0.483,0.584,0.798,9144,1.0,0.3192972413793103,9.0
prob04[28],0.472,0.002,0.17,0.126,0.357,0.483,0.583,0.798,9099,1.0,0.3289648275862069,9.0
prob04[29],0.471,0.002,0.17,0.125,0.357,0.483,0.583,0.798,9054,1.0,0.33863241379310344,9.0
prob04[30],0.471,0.002,0.17,0.125,0.356,0.482,0.583,0.798,9009,1.0,0.3483,9.0
prob04[31],0.474,0.002,0.163,0.139,0.365,0.485,0.582,0.79,9299,1.0,0.06794,9.068965517241379
prob04[32],0.474,0.002,0.163,0.139,0.365,0.485,0.581,0.789,9255,1.0,0.07760758620689655,9.068965517241379
prob04[33],0.474,0.002,0.163,0.139,0.365,0.485,0.581,0.789,9211,1.0,0.0872751724137931,9.068965517241379
prob04[34],0.474,0.002,0.163,0.139,0.365,0.485,0.581,0.788,9167,1.0,0.09694275862068966,9.068965517241379
prob04[35],0.474,0.002,0.163,0.139,0.365,0.485,0.581,0.788,9123,1.0,0.1066103448275862,9.068965517241379
prob04[36],0.474,0.002,0.163,0.139,0.364,0.485,0.581,0.788,9079,1.0,0.11627793103448275,9.068965517241379
prob04[37],0.474,0.002,0.163,0.138,0.364,0.484,0.581,0.787,9036,1.0,0.1259455172413793,9.068965517241379
prob04[38],0.473,0.002,0.163,0.137,0.364,0.484,0.581,0.787,8992,1.0,0.13561310344827587,9.068965517241379
prob04[39],0.473,0.002,0.163,0.137,0.364,0.484,0.581,0.787,8949,1.0,0.1452806896551724,9.068965517241379
prob04[40],0.473,0.002,0.163,0.137,0.364,0.484,0.58,0.787,8906,1.0,0.15494827586206894,9.068965517241379
prob04[41],0.473,0.002,0.163,0.137,0.363,0.483,0.58,0.787,8863,1.0,0.1646158620689655,9.068965517241379
prob04[42],0.473,0.002,0.163,0.137,0.363,0.483,0.58,0.786,8820,1.0,0.17428344827586206,9.068965517241379
prob04[43],0.473,0.002,0.163,0.137,0.363,0.483,0.58,0.786,8777,1.0,0.18395103448275862,9.068965517241379
prob04[44],0.472,0.002,0.163,0.136,0.363,0.483,0.579,0.786,8735,1.0,0.19361862068965516,9.068965517241379
prob04[45],0.472,0.002,0.163,0.136,0.363,0.483,0.579,0.786,8693,1.0,0.20328620689655172,9.068965517241379
prob04[46],0.472,0.002,0.163,0.136,0.362,0.483,0.579,0.785,8650,1.0,0.21295379310344825,9.068965517241379
prob04[47],0.472,0.002,0.163,0.136,0.362,0.482,0.579,0.785,8609,1.0,0.2226213793103448,9.068965517241379
prob04[48],0.472,0.002,0.163,0.136,0.362,0.482,0.579,0.785,8567,1.0,0.23228896551724137,9.068965517241379
prob04[49],0.472,0.002,0.163,0.136,0.362,0.482,0.578,0.784,8525,1.0,0.2419565517241379,9.068965517241379
prob04[50],0.471,0.002,0.163,0.136,0.362,0.482,0.578,0.784,8484,1.0,0.25162413793103444,9.068965517241379
prob04[51],0.471,0.002,0.163,0.136,0.361,0.482,0.578,0.785,8443,1.0,0.261291724137931,9.068965517241379
prob04[52],0.471,0.002,0.163,0.136,0.361,0.481,0.578,0.785,8402,1.0,0.27095931034482756,9.068965517241379
prob04[53],0.471,0.002,0.163,0.135,0.361,0.481,0.577,0.784,8362,1.0,0.2806268965517241,9.068965517241379
prob04[54],0.471,0.002,0.163,0.135,0.361,0.481,0.577,0.785,8322,1.0,0.2902944827586207,9.068965517241379
prob04[55],0.47,0.002,0.163,0.135,0.36,0.481,0.577,0.785,8282,1.0,0.29996206896551725,9.068965517241379
prob04[56],0.47,0.002,0.163,0.134,0.36,0.481,0.577,0.785,8242,1.0,0.3096296551724138,9.068965517241379
prob04[57],0.47,0.002,0.163,0.134,0.36,0.481,0.576,0.784,8203,1.0,0.3192972413793103,9.068965517241379
prob04[58],0.47,0.002,0.163,0.134,0.36,0.481,0.576,0.784,8163,1.0,0.3289648275862069,9.068965517241379
prob04[59],0.47,0.002,0.163,0.133,0.36,0.481,0.576,0.784,8125,1.0,0.33863241379310344,9.068965517241379
prob04[60],0.469,0.002,0.163,0.133,0.359,0.481,0.576,0.784,8089,1.0,0.3483,9.068965517241379
prob04[61],0.473,0.002,0.156,0.149,0.369,0.483,0.575,0.775,8283,1.0,0.06794,9.137931034482758
prob04[62],0.473,0.002,0.156,0.149,0.369,0.483,0.575,0.776,8245,1.0,0.07760758620689655,9.137931034482758
prob04[63],0.472,0.002,0.156,0.148,0.369,0.483,0.575,0.775,8207,1.0,0.0872751724137931,9.137931034482758
prob04[64],0.472,0.002,0.156,0.148,0.369,0.483,0.575,0.775,8169,1.0,0.09694275862068966,9.137931034482758
prob04[65],0.472,0.002,0.156,0.148,0.369,0.483,0.574,0.775,8131,1.0,0.1066103448275862,9.137931034482758
prob04[66],0.472,0.002,0.156,0.148,0.368,0.483,0.574,0.774,8093,1.0,0.11627793103448275,9.137931034482758
prob04[67],0.472,0.002,0.156,0.147,0.368,0.482,0.574,0.774,8055,1.0,0.1259455172413793,9.137931034482758
prob04[68],0.472,0.002,0.156,0.147,0.368,0.482,0.574,0.773,8017,1.0,0.13561310344827587,9.137931034482758
prob04[69],0.471,0.002,0.156,0.146,0.368,0.482,0.574,0.773,7980,1.0,0.1452806896551724,9.137931034482758
prob04[70],0.471,0.002,0.156,0.146,0.367,0.482,0.574,0.773,7942,1.0,0.15494827586206894,9.137931034482758
prob04[71],0.471,0.002,0.156,0.146,0.367,0.482,0.573,0.772,7905,1.0,0.1646158620689655,9.137931034482758
prob04[72],0.471,0.002,0.156,0.146,0.367,0.482,0.573,0.772,7868,1.0,0.17428344827586206,9.137931034482758
prob04[73],0.471,0.002,0.156,0.146,0.367,0.481,0.573,0.772,7831,1.0,0.18395103448275862,9.137931034482758
prob04[74],0.471,0.002,0.156,0.146,0.367,0.481,0.572,0.772,7794,1.0,0.19361862068965516,9.137931034482758
prob04[75],0.47,0.002,0.156,0.146,0.366,0.481,0.572,0.771,7757,1.0,0.20328620689655172,9.137931034482758
prob04[76],0.47,0.002,0.156,0.145,0.366,0.481,0.572,0.771,7721,1.0,0.21295379310344825,9.137931034482758
prob04[77],0.47,0.002,0.156,0.145,0.366,0.481,0.572,0.771,7685,1.0,0.2226213793103448,9.137931034482758
prob04[78],0.47,0.002,0.156,0.145,0.366,0.481,0.572,0.771,7649,1.0,0.23228896551724137,9.137931034482758
prob04[79],0.47,0.002,0.156,0.145,0.365,0.481,0.571,0.771,7613,1.0,0.2419565517241379,9.137931034482758
prob04[80],0.47,0.002,0.156,0.145,0.365,0.481,0.571,0.771,7577,1.0,0.25162413793103444,9.137931034482758
prob04[81],0.469,0.002,0.156,0.145,0.365,0.481,0.571,0.771,7538,1.0,0.261291724137931,9.137931034482758
prob04[82],0.469,0.002,0.156,0.144,0.365,0.48,0.57,0.77,7502,1.0,0.27095931034482756,9.137931034482758
prob04[83],0.469,0.002,0.157,0.144,0.365,0.48,0.57,0.77,7469,1.0,0.2806268965517241,9.137931034482758
prob04[84],0.469,0.002,0.157,0.144,0.365,0.48,0.57,0.77,7435,1.0,0.2902944827586207,9.137931034482758
prob04[85],0.469,0.002,0.157,0.144,0.364,0.48,0.57,0.77,7402,1.0,0.29996206896551725,9.137931034482758
prob04[86],0.468,0.002,0.157,0.143,0.364,0.48,0.57,0.77,7369,1.0,0.3096296551724138,9.137931034482758
prob04[87],0.468,0.002,0.157,0.143,0.364,0.48,0.57,0.769,7337,1.0,0.3192972413793103,9.137931034482758
prob04[88],0.468,0.002,0.157,0.143,0.364,0.48,0.57,0.769,7304,1.0,0.3289648275862069,9.137931034482758
prob04[89],0.468,0.002,0.157,0.143,0.363,0.48,0.57,0.768,7272,1.0,0.33863241379310344,9.137931034482758
prob04[90],0.468,0.002,0.157,0.143,0.363,0.479,0.569,0.768,7240,1.0,0.3483,9.137931034482758
prob04[91],0.471,0.002,0.15,0.159,0.373,0.482,0.568,0.76,7354,1.0,0.06794,9.206896551724139
prob04[92],0.471,0.002,0.15,0.158,0.372,0.482,0.568,0.76,7321,1.0,0.07760758620689655,9.206896551724139
prob04[93],0.471,0.002,0.149,0.158,0.372,0.481,0.568,0.76,7288,1.0,0.0872751724137931,9.206896551724139
prob04[94],0.471,0.002,0.149,0.158,0.372,0.481,0.568,0.76,7255,1.0,0.09694275862068966,9.206896551724139
prob04[95],0.47,0.002,0.149,0.158,0.372,0.481,0.568,0.76,7222,1.0,0.1066103448275862,9.206896551724139
prob04[96],0.47,0.002,0.149,0.157,0.372,0.481,0.567,0.759,7188,1.0,0.11627793103448275,9.206896551724139
prob04[97],0.47,0.002,0.149,0.157,0.372,0.481,0.567,0.759,7150,1.0,0.1259455172413793,9.206896551724139
prob04[98],0.47,0.002,0.15,0.157,0.372,0.481,0.567,0.758,7113,1.0,0.13561310344827587,9.206896551724139
prob04[99],0.47,0.002,0.15,0.156,0.372,0.481,0.567,0.758,7076,1.0,0.1452806896551724,9.206896551724139
prob04[100],0.47,0.002,0.15,0.156,0.371,0.48,0.567,0.758,7038,1.0,0.15494827586206894,9.206896551724139
prob04[101],0.469,0.002,0.15,0.156,0.371,0.48,0.566,0.757,7001,1.0,0.1646158620689655,9.206896551724139
prob04[102],0.469,0.002,0.15,0.156,0.371,0.48,0.566,0.757,6964,1.0,0.17428344827586206,9.206896551724139
prob04[103],0.469,0.002,0.15,0.156,0.371,0.48,0.566,0.756,6931,1.0,0.18395103448275862,9.206896551724139
prob04[104],0.469,0.002,0.15,0.156,0.37,0.48,0.566,0.756,6901,1.0,0.19361862068965516,9.206896551724139
prob04[105],0.469,0.002,0.15,0.155,0.37,0.48,0.565,0.756,6871,1.0,0.20328620689655172,9.206896551724139
prob04[106],0.468,0.002,0.15,0.155,0.37,0.479,0.565,0.756,6841,1.0,0.21295379310344825,9.206896551724139
prob04[107],0.468,0.002,0.15,0.155,0.37,0.479,0.565,0.756,6811,1.0,0.2226213793103448,9.206896551724139
prob04[108],0.468,0.002,0.15,0.155,0.37,0.479,0.565,0.755,6782,1.0,0.23228896551724137,9.206896551724139
prob04[109],0.468,0.002,0.15,0.154,0.37,0.479,0.565,0.755,6753,1.0,0.2419565517241379,9.206896551724139
prob04[110],0.468,0.002,0.15,0.154,0.37,0.479,0.564,0.755,6723,1.0,0.25162413793103444,9.206896551724139
prob04[111],0.468,0.002,0.15,0.154,0.369,0.478,0.564,0.755,6695,1.0,0.261291724137931,9.206896551724139
prob04[112],0.467,0.002,0.15,0.153,0.369,0.478,0.564,0.755,6666,1.0,0.27095931034482756,9.206896551724139
prob04[113],0.467,0.002,0.15,0.153,0.368,0.478,0.564,0.755,6637,1.0,0.2806268965517241,9.206896551724139
prob04[114],0.467,0.002,0.15,0.153,0.368,0.478,0.564,0.754,6609,1.0,0.2902944827586207,9.206896551724139
prob04[115],0.467,0.002,0.15,0.153,0.368,0.478,0.564,0.754,6581,1.0,0.29996206896551725,9.206896551724139
prob04[116],0.467,0.002,0.15,0.153,0.368,0.478,0.564,0.754,6553,1.0,0.3096296551724138,9.206896551724139
prob04[117],0.466,0.002,0.15,0.153,0.367,0.478,0.563,0.754,6525,1.0,0.3192972413793103,9.206896551724139
prob04[118],0.466,0.002,0.15,0.153,0.367,0.478,0.563,0.754,6498,1.0,0.3289648275862069,9.206896551724139
prob04[119],0.466,0.002,0.15,0.153,0.367,0.478,0.563,0.753,6478,1.0,0.33863241379310344,9.206896551724139
prob04[120],0.466,0.002,0.15,0.152,0.367,0.478,0.562,0.753,6460,1.0,0.3483,9.206896551724139
prob04[121],0.469,0.002,0.143,0.169,0.377,0.48,0.562,0.745,6458,1.0,0.06794,9.275862068965518
prob04[122],0.469,0.002,0.143,0.169,0.377,0.48,0.562,0.744,6425,1.0,0.07760758620689655,9.275862068965518
prob04[123],0.469,0.002,0.143,0.168,0.376,0.48,0.561,0.744,6393,1.0,0.0872751724137931,9.275862068965518
prob04[124],0.469,0.002,0.143,0.168,0.376,0.48,0.561,0.744,6364,1.0,0.09694275862068966,9.275862068965518
prob04[125],0.469,0.002,0.143,0.168,0.376,0.48,0.561,0.743,6337,1.0,0.1066103448275862,9.275862068965518
prob04[126],0.468,0.002,0.143,0.168,0.376,0.479,0.561,0.743,6311,1.0,0.11627793103448275,9.275862068965518
prob04[127],0.468,0.002,0.143,0.168,0.376,0.479,0.561,0.743,6285,1.0,0.1259455172413793,9.275862068965518
prob04[128],0.468,0.002,0.143,0.167,0.376,0.479,0.56,0.742,6259,1.0,0.13561310344827587,9.275862068965518
prob04[129],0.468,0.002,0.143,0.167,0.375,0.479,0.56,0.742,6233,1.0,0.1452806896551724,9.275862068965518
prob04[130],0.468,0.002,0.143,0.167,0.376,0.479,0.56,0.742,6207,1.0,0.15494827586206894,9.275862068965518
prob04[131],0.468,0.002,0.143,0.167,0.375,0.479,0.56,0.742,6181,1.0,0.1646158620689655,9.275862068965518
prob04[132],0.467,0.002,0.143,0.167,0.375,0.478,0.56,0.741,6155,1.0,0.17428344827586206,9.275862068965518
